EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, CNT, VALID, DT, TRIG
30184.230,46607.570,137517.100,232672.000,234947.800,-243435.900,232284.500,203953.700,236.000,1.000,18.722,0.000
29916.580,46209.430,136157.100,231139.900,233422.300,-241862.600,230762.800,205122.800,237.000,1.000,0.018,0.000
29641.960,45807.910,134798.300,229621.200,231900.900,-240309.200,229243.500,206260.500,238.000,1.000,0.006,0.000
29370.600,45423.820,133432.700,228115.000,230379.500,-238762.500,227730.200,207399.600,239.000,1.000,2.259,0.000
29105.620,45043.110,132063.700,226603.400,228860.500,-237201.100,226222.400,208526.000,240.000,1.000,5.003,0.000
28836.970,44635.710,130695.400,225084.900,227348.700,-235634.000,224715.900,209606.400,241.000,1.000,2.549,0.000
28564.870,44211.790,129328.400,223578.000,225842.300,-234088.700,223210.900,210657.500,242.000,1.000,2.449,0.000
28298.510,43804.840,127963.200,222087.300,224337.000,-232560.000,221712.300,211721.800,243.000,1.000,2.536,0.000
28032.610,43408.380,126596.800,220594.400,222834.000,-231021.400,220220.800,212783.400,244.000,1.000,2.427,0.000
27754.310,42990.010,125230.900,219091.700,221337.400,-229476.800,218730.700,213794.400,245.000,1.000,6.192,0.000
27470.990,42558.950,123877.400,217597.300,219846.500,-227946.400,217241.200,214766.000,246.000,1.000,4.973,0.000
27199.300,42151.920,122539.900,216121.800,218357.700,-226426.700,215758.000,215749.000,247.000,1.000,3.071,0.000
26935.420,41760.910,121204.600,214647.200,216870.800,-224899.700,214282.300,216735.400,248.000,1.000,0.011,0.000
26664.840,41350.560,119867.900,213162.500,215390.300,-223365.200,212809.300,217679.200,249.000,1.000,1.905,0.000
26388.950,40922.850,118539.600,211683.500,213916.600,-221844.300,211337.200,218580.300,250.000,1.000,11.450,0.000
26120.460,40511.160,117221.700,210221.000,212443.400,-220344.900,209868.500,219479.200,251.000,1.000,6.651,0.000
25861.940,40125.310,115911.400,208762.800,210971.300,-218846.900,208407.000,220385.900,252.000,1.000,0.016,0.000
25605.660,39739.630,114610.600,207297.600,209507.500,-217336.200,206952.000,221264.800,253.000,1.000,1.893,0.000
25347.530,39337.910,113319.800,205834.600,208051.300,-215826.500,205498.300,222097.400,254.000,1.000,2.897,0.000
25093.540,38940.620,112036.300,204386.600,206596.200,-214332.300,204046.400,222917.200,255.000,1.000,5.972,0.000
24845.260,38560.770,110755.800,202944.700,205140.300,-212847.800,202600.000,223748.300,256.000,1.000,7.023,0.000
24593.440,38174.290,109475.200,201494.100,203688.500,-211364.500,201157.600,224557.600,257.000,1.000,0.011,0.000
24336.060,37768.970,108200.300,200042.700,202244.400,-209887.500,199717.000,225321.200,258.000,1.000,6.014,0.000
24082.250,37371.420,106937.900,198606.800,200804.600,-208420.100,198279.900,226072.200,259.000,1.000,0.016,0.000
23835.980,37000.550,105687.900,197181.800,199366.500,-206950.900,196850.300,226844.900,260.000,1.000,1.911,0.000
23590.490,36631.870,104440.800,195752.400,197933.500,-205474.800,195427.100,227610.100,261.000,1.000,10.008,0.000
23338.700,36237.940,103190.500,194319.400,196507.400,-204000.800,194005.600,228328.300,262.000,1.000,5.034,0.000
23083.120,35834.750,101941.500,192896.300,195084.400,-202539.000,192584.900,229020.300,263.000,1.000,6.120,0.000
22831.690,35454.500,100702.000,191483.700,193661.500,-201087.200,191168.800,229727.900,264.000,1.000,5.986,0.000
22583.480,35086.360,99467.840,190067.500,192241.300,-199632.500,189757.900,230430.400,265.000,1.000,0.217,0.000
22333.950,34706.790,98237.200,188644.800,190827.800,-198177.900,188349.600,231092.400,266.000,1.000,1.647,0.000
22084.260,34325.850,97016.550,187227.000,189419.200,-196737.400,186943.300,231731.600,267.000,1.000,2.122,0.000
21836.560,33960.560,95807.730,185811.700,188011.800,-195303.500,185541.600,232383.500,268.000,1.000,3.863,0.000
21591.490,33602.210,94605.130,184333.600,186607.800,-193860.100,184146.400,233038.300,269.000,1.000,7.046,0.000
21343.840,33234.050,93403.660,182623.200,185210.600,-192414.800,182755.200,233664.100,270.000,1.000,0.011,0.000
21089.100,32859.120,92202.030,180635.200,183818.200,-190984.200,181365.900,234263.300,271.000,1.000,7.964,0.000
20833.130,32491.510,91002.810,178629.200,182427.200,-189565.400,179980.400,234864.000,272.000,1.000,9.220,0.000
20581.000,32129.340,89805.770,176768.400,181038.100,-188145.200,178600.100,235465.100,273.000,1.000,0.012,0.000
20331.290,31764.410,88613.910,174882.500,179654.900,-186722.300,177223.900,236046.900,274.000,1.000,2.798,0.000
20081.790,31398.170,87431.380,172837.600,178277.300,-185305.000,175850.100,236608.700,275.000,1.000,0.021,0.000
19835.620,31037.010,86256.940,170791.300,176902.200,-183893.600,174479.800,237164.100,276.000,1.000,1.918,0.000
19595.130,30679.850,85087.480,168890.200,175529.300,-182478.900,173115.000,237714.900,277.000,1.000,11.035,0.000
19355.310,30320.820,83924.020,167025.800,174161.500,-181062.500,171754.700,238253.200,278.000,1.000,3.020,0.000
19111.710,29961.850,82768.910,165075.100,172800.000,-179655.000,170397.900,238781.200,279.000,1.000,0.013,0.000
18867.430,29608.810,81619.060,163112.400,171442.000,-178258.000,169044.600,239303.900,280.000,1.000,8.089,0.000
18627.550,29262.260,80472.630,161246.100,170085.400,-176864.900,167694.800,239821.200,281.000,1.000,3.081,0.000
18390.810,28915.670,79331.900,159432.400,168731.900,-175470.200,166348.400,240327.100,282.000,1.000,0.011,0.000
18152.820,28564.350,78196.380,157582.900,167383.900,-174078.500,165005.600,240818.200,283.000,1.000,1.884,0.000
17915.270,28211.650,77061.480,155711.900,166040.200,-172697.300,163666.900,241297.500,284.000,1.000,8.884,0.000
17681.830,27862.740,75927.410,153878.800,164698.700,-171323.900,162332.300,241770.000,285.000,1.000,4.211,0.000
17449.280,27514.560,74796.590,152077.400,163360.400,-169951.100,161001.300,242228.500,286.000,1.000,0.012,0.000
17216.170,27164.790,73672.990,150273.800,162026.900,-168580.100,159673.500,242671.200,287.000,1.000,9.819,0.000
16984.940,26815.250,72556.560,148465.800,160696.600,-167214.700,158348.200,243104.200,288.000,1.000,7.097,0.000
16756.320,26471.260,71445.840,146670.200,159367.900,-165852.000,157025.600,243530.500,289.000,1.000,5.910,0.000
16531.280,26136.530,70342.730,144893.700,158043.000,-164488.100,155707.700,243944.700,290.000,1.000,0.013,0.000
16307.580,25806.660,69248.570,143138.800,156724.500,-163125.500,154395.200,244346.800,291.000,1.000,1.962,0.000
16081.850,25475.300,68160.250,141398.900,155411.000,-161770.400,153087.000,244743.000,292.000,1.000,2.096,0.000
15854.410,25141.500,67074.730,139654.300,154100.100,-160423.900,151782.100,245133.500,293.000,1.000,3.871,0.000
15624.720,24804.370,65989.170,137899.600,152791.400,-159079.100,150480.200,245508.700,294.000,1.000,9.022,0.000
15393.390,24468.720,64906.970,136166.400,151485.800,-157713.900,149181.000,245872.500,295.000,1.000,4.043,0.000
15163.010,24137.790,63830.620,134466.700,150182.000,-156091.800,147884.800,246233.700,296.000,1.000,0.017,0.000
14932.640,23806.360,62756.640,132762.700,148878.200,-153664.900,146592.200,246587.100,297.000,1.000,13.982,0.000
14700.510,23471.770,61683.360,131037.000,147577.400,-150213.000,145304.600,246925.600,298.000,1.000,0.017,0.000
14471.080,23140.510,60617.540,129335.100,146284.300,-146246.800,144022.700,247257.000,299.000,1.000,2.139,0.000
14245.640,22814.770,59560.530,127680.800,144998.300,-142333.700,142745.100,247585.600,300.000,1.000,0.016,0.000
14018.460,22484.430,58503.370,126020.400,143715.100,-138588.500,141469.000,247898.700,301.000,1.000,1.888,0.000
13788.090,22143.120,57443.020,124316.500,142433.200,-134915.400,140194.200,248190.600,302.000,1.000,16.954,0.000
13558.710,21799.270,56386.640,122618.100,141154.200,-131261.900,138922.800,248471.900,303.000,1.000,0.018,0.000
13334.350,21465.270,55341.920,120976.800,139880.700,-127617.300,137656.600,248753.200,304.000,1.000,2.548,0.000
13114.140,21142.160,54307.520,119357.900,138614.600,-123974.700,136396.800,249031.600,305.000,1.000,0.015,0.000
12893.550,20819.760,53274.980,117705.200,137352.400,-120333.900,135141.000,249297.500,306.000,1.000,4.320,0.000
12671.260,20490.790,52240.430,116040.300,136089.400,-116641.900,133885.300,249546.200,307.000,1.000,10.672,0.000
12447.950,20156.400,51207.380,114418.800,134829.200,-112827.000,132631.400,249784.100,308.000,1.000,0.011,0.000
12223.390,19817.420,50177.400,112820.300,133575.900,-108938.600,131383.000,250014.000,309.000,1.000,4.345,0.000
11999.160,19478.690,49153.260,111190.900,132328.000,-105074.200,130139.700,250239.200,310.000,1.000,2.527,0.000
11777.400,19145.230,48134.770,109545.400,131082.900,-101263.700,128899.700,250457.600,311.000,1.000,2.450,0.000
11558.460,18817.240,47119.610,107941.800,129839.700,-97489.410,127662.400,250665.000,312.000,1.000,2.582,0.000
11343.570,18495.890,46110.480,106374.200,128599.600,-93729.770,126428.300,250863.000,313.000,1.000,7.432,0.000
11134.230,18185.110,45114.270,104790.500,127364.800,-89984.340,125198.700,251058.900,314.000,1.000,3.041,0.000
10926.420,17879.040,44125.680,103187.700,126134.600,-86264.790,123973.300,251247.900,315.000,1.000,0.011,0.000
10714.900,17568.670,43135.310,101616.100,124906.500,-82565.670,122750.800,251424.200,316.000,1.000,14.020,0.000
10501.460,17255.540,42146.300,100082.800,123681.200,-78877.720,121531.400,251592.500,317.000,1.000,0.013,0.000
10291.740,16946.080,41166.180,98534.690,122461.300,-75217.040,120316.600,251756.900,318.000,1.000,2.996,0.000
10085.180,16640.000,40191.800,96953.120,121246.600,-71595.820,119106.400,251911.900,319.000,1.000,0.011,0.000
9875.472,16334.220,39217.450,95322.650,120034.700,-67988.630,117899.600,252058.300,320.000,1.000,0.004,0.000
9659.840,16023.440,38237.210,93600.860,118824.600,-64382.780,116695.100,252196.200,321.000,1.000,3.441,0.000
9441.863,15704.760,37248.800,91897.180,117617.000,-60811.850,115492.600,252319.200,322.000,1.000,4.029,0.000
9226.059,15384.170,36258.580,90377.190,116413.900,-57293.650,114294.200,252426.800,323.000,1.000,13.597,0.000
9012.838,15068.690,35274.380,89047.920,115216.100,-53792.040,113101.400,252527.500,324.000,1.000,13.957,0.000
8800.610,14758.370,34300.700,87826.380,114021.800,-50280.140,111912.700,252626.100,325.000,1.000,0.013,0.000
8590.879,14451.010,33338.770,86591.670,112830.800,-46789.190,110727.000,252717.700,326.000,1.000,0.004,0.000
8383.779,14144.600,32383.960,85256.240,111643.600,-43351.480,109544.700,252798.200,327.000,1.000,2.424,0.000
8178.072,13839.790,31432.980,83885.540,110459.600,-39938.360,108365.800,252872.500,328.000,1.000,25.020,0.000
7973.759,13537.000,30485.540,82585.280,109277.800,-36514.120,107189.600,252943.100,329.000,1.000,2.429,0.000
7767.250,13228.460,29536.480,81314.660,108098.600,-33108.780,106015.700,252997.800,330.000,1.000,2.529,0.000
7556.313,12910.840,28585.180,79974.110,106922.500,-29762.960,104844.200,253033.300,331.000,1.000,2.435,0.000
7345.741,12594.290,27640.060,78590.680,105750.400,-26449.390,103676.600,253060.900,332.000,1.000,2.590,0.000
7139.164,12288.270,26706.220,77264.960,104582.400,-23118.750,102514.000,253089.000,333.000,1.000,2.443,0.000
6937.673,11989.700,25779.620,75987.930,103417.900,-19787.980,101355.200,253111.800,334.000,1.000,2.540,0.000
6740.324,11693.140,24856.880,74669.270,102257.500,-16506.280,100200.000,253125.000,335.000,1.000,2.428,0.000
6543.574,11395.920,23936.240,73302.880,101101.900,-13265.860,99049.190,253129.600,336.000,1.000,2.562,0.000
6346.854,11098.480,23019.430,71971.060,99950.200,-10019.620,97902.710,253129.700,337.000,1.000,6.500,0.000
6151.030,10800.280,22107.650,70686.680,98802.120,-6771.923,96760.090,253123.300,338.000,1.000,5.174,0.000
5955.004,10500.060,21199.600,69375.400,97656.960,-3570.402,95620.200,253104.600,339.000,1.000,0.012,0.000
5756.361,10197.520,20290.800,68013.480,96513.910,-418.292,94482.130,253069.400,340.000,1.000,7.812,0.000
5556.393,9897.065,19383.240,66669.670,95374.480,2733.567,93347.730,253026.900,341.000,1.000,0.013,0.000
5358.801,9602.213,18483.070,65375.140,94239.660,5896.189,92218.150,252983.400,342.000,1.000,1.491,0.000
5163.235,9311.438,17590.490,64073.680,93108.090,9024.610,91091.550,252933.800,343.000,1.000,2.599,0.000
4966.166,9018.854,16698.640,62729.430,91978.790,12102.150,89967.000,252870.100,344.000,1.000,4.983,0.000
4767.068,8721.806,15806.710,61388.250,90852.260,15168.810,88845.480,252798.100,345.000,1.000,2.412,0.000
4567.792,8423.165,14918.270,60085.450,89729.330,18243.380,87727.890,252724.800,346.000,1.000,2.593,0.000
4371.693,8129.126,14035.660,58787.660,88610.730,21292.370,86614.720,252647.900,347.000,1.000,3.083,0.000
4181.683,7842.869,13160.870,57466.410,87496.860,24300.300,85506.020,252566.900,348.000,1.000,0.014,0.000
3994.033,7559.699,12292.370,56148.020,86386.870,27297.730,84400.880,252482.500,349.000,1.000,1.902,0.000
3803.448,7273.949,11424.900,54857.250,85279.690,30299.940,83298.660,252390.700,350.000,1.000,6.427,0.000
3611.061,6987.707,10558.620,53573.760,84175.860,33279.830,82200.140,252290.200,351.000,1.000,3.068,0.000
3419.346,6704.856,9698.187,52275.650,83075.340,36220.230,81104.840,252188.500,352.000,1.000,0.012,0.000
3228.481,6422.747,8841.842,50976.140,81977.260,39144.140,80011.630,252085.800,353.000,1.000,1.900,0.000
3039.278,6137.779,7985.639,49693.580,80882.100,42068.900,78921.200,251973.600,354.000,1.000,14.544,0.000
2854.000,5853.631,7134.011,48419.520,79790.690,44974.770,77834.770,251850.300,355.000,1.000,0.019,0.000
2671.789,5577.430,6293.523,47141.120,78702.520,47843.920,76751.830,251727.200,356.000,1.000,2.120,0.000
2489.195,5305.312,5459.138,45860.450,77617.090,50689.610,75671.630,251602.500,357.000,1.000,0.011,0.000
2306.389,5029.416,4624.930,44589.390,76535.410,53532.660,74594.950,251467.100,358.000,1.000,5.787,0.000
2124.414,4751.559,3792.901,43327.630,75457.990,56366.410,73522.340,251321.500,359.000,1.000,9.189,0.000
1943.301,4480.912,2969.219,42069.260,74384.840,59173.140,72454.040,251177.100,360.000,1.000,0.027,0.000
1763.796,4215.696,2150.733,40811.400,73315.470,61954.600,71389.810,251030.700,361.000,1.000,4.302,0.000
1585.134,3946.025,1329.563,39555.820,72248.910,64724.430,70328.500,250870.100,362.000,1.000,2.610,0.000
1405.271,3671.550,507.463,38303.600,71184.860,67480.490,69269.520,250696.900,363.000,1.000,3.843,0.000
1223.490,3398.881,-307.027,37056.440,70123.740,70209.200,68213.230,250525.000,364.000,1.000,9.227,0.000
1041.286,3126.754,-1115.179,35810.730,69065.400,72910.800,67159.630,250352.800,365.000,1.000,0.018,0.000
862.882,2855.102,-1919.241,34567.090,68010.070,75603.270,66109.140,250172.800,366.000,1.000,1.847,0.000
687.249,2589.034,-2717.267,33330.840,66958.850,78291.380,65063.030,249988.100,367.000,1.000,8.924,0.000
506.641,2327.072,-3511.118,32102.760,65911.540,80958.320,64021.000,249802.800,368.000,1.000,2.997,0.000
319.879,2058.361,-4308.415,30874.510,64866.600,83594.710,62981.260,249607.500,369.000,1.000,0.016,0.000
135.556,1784.279,-5107.480,29645.930,63824.330,86215.780,61944.070,249400.000,370.000,1.000,1.949,0.000
-44.764,1512.948,-5902.795,28422.960,62785.840,88831.050,60910.540,249187.900,371.000,1.000,8.635,0.000
-225.854,1242.464,-6694.838,27206.250,61751.020,91427.250,59880.700,248972.800,372.000,1.000,3.414,0.000
-405.366,974.414,-7482.135,25997.630,60720.150,94000.470,58854.860,248756.200,373.000,1.000,0.018,0.000
-583.482,710.733,-8264.608,24796.170,59693.570,96562.780,57833.340,248539.100,374.000,1.000,6.487,0.000
-764.631,444.248,-9048.104,23593.920,58670.250,99113.750,56815.060,248314.900,375.000,1.000,6.462,0.000
-946.182,174.557,-9834.123,22389.030,57649.010,101640.800,55798.730,248077.500,376.000,1.000,4.166,0.000
-1123.039,-90.000,-10614.790,21191.910,56630.710,104144.400,54785.410,247835.300,377.000,1.000,0.013,0.000
-1295.224,-347.918,-11384.460,20006.610,55616.750,106636.900,53776.620,247597.300,378.000,1.000,8.361,0.000
-1467.717,-605.577,-12148.690,18824.510,54605.670,109119.500,52770.700,247358.800,379.000,1.000,4.479,0.000
-1640.993,-865.198,-12913.840,17640.500,53596.300,111581.200,51766.300,247109.800,380.000,1.000,0.014,0.000
-1810.966,-1119.247,-13674.580,16464.700,52590.630,114021.600,50765.350,246855.100,381.000,1.000,12.961,0.000
-1979.056,-1367.591,-14427.230,15299.350,51589.530,116449.200,49768.960,246600.100,382.000,1.000,3.024,0.000
-2146.121,-1615.695,-15173.470,14138.470,50591.950,118868.700,48776.420,246344.800,383.000,1.000,0.019,0.000
-2309.236,-1861.442,-15914.790,12980.580,49597.530,121275.800,47787.160,246088.000,384.000,1.000,1.901,0.000
-2470.788,-2103.125,-16653.240,11830.390,48606.100,123664.400,46800.640,245828.800,385.000,1.000,3.574,0.000
-2636.631,-2348.372,-17393.150,10685.520,47617.040,126033.400,45816.400,245562.100,386.000,1.000,4.502,0.000
-2807.094,-2598.436,-18132.430,9543.748,46630.660,128387.500,44834.970,245290.500,387.000,1.000,0.014,0.000
-2978.456,-2847.766,-18868.780,8403.958,45647.110,130726.300,43856.300,245016.700,388.000,1.000,8.103,0.000
-3148.181,-3096.788,-19604.870,7264.995,44665.550,133042.500,42879.500,244733.700,389.000,1.000,6.888,0.000
-3315.443,-3346.015,-20339.850,6129.154,43686.930,135339.000,41905.680,244439.800,390.000,1.000,0.012,0.000
-3479.842,-3586.702,-21064.290,5005.462,42713.810,137630.400,40937.550,244151.400,391.000,1.000,1.946,0.000
-3642.911,-3819.905,-21778.990,3892.235,41745.820,139917.300,39974.710,243873.300,392.000,1.000,11.145,0.000
-3806.450,-4058.442,-22495.180,2780.205,40780.580,142185.600,39014.500,243588.600,393.000,1.000,3.085,0.000
-3969.198,-4304.582,-23215.530,1667.511,39817.300,144430.200,38056.060,243288.100,394.000,1.000,0.011,0.000
-4129.803,-4546.263,-23930.050,561.809,38856.720,146661.600,37100.280,242985.100,395.000,1.000,1.864,0.000
-4289.647,-4779.588,-24635.180,-535.035,37899.550,148884.800,36147.980,242689.200,396.000,1.000,16.934,0.000
-4449.736,-5015.490,-25339.280,-1629.649,36946.210,151092.100,35199.530,242388.800,397.000,1.000,0.012,0.000
-4610.446,-5258.966,-26045.930,-2723.259,35996.880,153279.800,34255.080,242076.000,398.000,1.000,7.053,0.000
